Date,Province,District,Rainfall_mm,Temp_Max_C,Temp_Min_C,Humidity_pct,Evapotranspiration_mm,WindSpeed_mps,SolarRadiation_Wm2,SoilMoisture_pct,NDVI,SPI,SPEI,PDSI,DroughtSeverity
09/11/2023,Western,Senanga,4.7,33.6,23.7,60.5,5.7,1.4,230,18.7,0.66,-0.69,-0.66,-1.25,Moderate
10/11/2023,North-Western,Zambezi,10.4,28.8,18.9,43.8,5.2,3.7,187.3,21,0.64,0.04,0.03,-1.06,Moderate
11/11/2023,North-Western,Mwinilunga,12.1,26.8,18.2,89.7,6.2,4.7,249.4,31,0.35,-1.63,-1.76,-2.11,Severe
12/11/2023,Lusaka,Chongwe,6.1,28.2,18.2,52.2,6.3,2.9,218.9,35.1,0.53,0.18,0.3,-0.58,No drought
13/11/2023,North-Western,Kasempa,15.2,24.8,17,49,5.8,2.5,196.9,17.8,0.65,-1.35,-1.76,-1.99,Severe
14/11/2023,Southern,Magoye,9.7,28.7,22.9,81.1,3.9,4.8,181.7,21.6,0.57,0.02,0.07,0.01,No drought
15/11/2023,Southern,Siavonga,1.3,29,23.3,88.8,3.3,1,246.4,18.9,0.39,0.91,0.78,0.45,No drought
16/11/2023,Southern,Siavonga,6.1,31.8,23,75.1,6.7,4.6,267.8,37.8,0.2,0.86,0.65,0.19,No drought
17/11/2023,Central,Mkushi,4.7,29.4,21.4,86.8,6.9,1.3,186,26.3,0.22,0.04,-0.04,-0.35,No drought
18/11/2023,Eastern,Lundazi,12.8,33.4,27.4,76.3,6.2,1.3,254.4,28.1,0.61,0.16,-0.3,-0.63,No drought
19/11/2023,Copperbelt,Ndola,12.5,27.3,18.9,71.8,5.8,4.7,261.9,25.4,0.4,1.02,1.25,0.34,No drought
20/11/2023,Central,Serenje,7.4,26,19.6,56.8,5.6,3,264.5,27.6,0.5,-1.4,-1.64,-2.42,Severe
21/11/2023,Copperbelt,Ndola,18.3,30.8,23.8,81.8,4.9,2.2,180.2,26.6,0.53,-0.39,-0.29,-1.55,Moderate
22/11/2023,Northern,Kasama,19.6,28.7,21.7,75.5,6.5,1.4,240.2,27.2,0.2,-0.48,-0.77,-1.27,Moderate
23/11/2023,Copperbelt,Ndola,3.8,37.1,27.9,64.9,5.8,1.7,180.6,15.7,0.69,-0.63,-0.49,-1.58,Moderate
24/11/2023,Copperbelt,Ndola,4.7,30.3,24.5,47.5,5,1.9,251.8,28.1,0.53,-0.06,0.09,-0.45,No drought
25/11/2023,Lusaka,Lusaka,15.4,30.1,23.5,50.1,5.5,2.4,181.1,23.8,0.39,1.2,0.98,1.11,No drought
26/11/2023,Central,Serenje,7.3,29.8,24.1,65.9,5.5,3.1,252.2,30.9,0.61,-0.85,-0.77,-1.21,Moderate
27/11/2023,Central,Mkushi,15.8,30.8,23.2,41.9,4.1,4.3,237.5,25.9,0.59,-0.61,-0.47,-1.35,Moderate
28/11/2023,Northern,Kasama,2.5,27.7,19.8,79.1,5.9,2.9,224.3,39.3,0.37,1.24,1.42,0.87,No drought
29/11/2023,Western,Mongu,6.5,29.2,21.8,87.5,6,3.4,251.1,17,0.58,-1.15,-1.15,-2.4,Severe
30/11/2023,Central,Mkushi,1,31.8,22.2,58.4,3.5,4,183.9,19,0.27,0.04,0.07,-0.25,No drought
01/12/2023,Eastern,Msekera,1.2,32.6,27.5,43.7,4.1,2.6,214.2,29.6,0.53,-0.15,-0.24,-2.06,Severe
02/12/2023,Eastern,Chipata,11.9,29.4,21.7,67.9,3.7,3.3,207.6,28.9,0.62,-0.53,-0.43,-1.07,Moderate
03/12/2023,Muchinga,Chinsali,5,26.9,17.3,52.2,6.4,2.5,206.9,32.3,0.57,0.54,0.9,0.02,No drought
04/12/2023,Northern,Mbala,30,34.4,28.5,50.8,6.4,4.8,258.6,20.2,0.44,-1.64,-1.37,-1.82,Severe
05/12/2023,Southern,Livingstone,19.8,35.9,26.7,77.9,5.9,3.2,207.3,32.2,0.28,-0.76,-0.86,-0.57,Moderate
06/12/2023,Southern,Choma,26.2,28.7,23.2,63.9,5.2,4.1,203.7,34.6,0.7,0.14,0.39,0.01,No drought
07/12/2023,Eastern,Chipata,8,31.2,21.4,77,6,4,268.3,24.7,0.25,1.06,1.07,0.14,No drought
08/12/2023,Northern,Kasama,9.3,35.8,26.2,69.1,5.6,1.6,267.5,18.9,0.43,0.83,0.86,-0.1,No drought
09/12/2023,Northern,Misamfu,20.3,31.4,22.3,61.2,4.7,3,210.1,26.9,0.48,1.63,1.43,1.33,No drought
10/12/2023,North-Western,Mwinilunga,9.1,36.4,27.5,62.7,4.9,2.1,202.3,35.1,0.63,-0.94,-1.24,-1.76,Moderate
11/12/2023,Luapula,Samfya,13.7,23.3,15,67.3,6.7,2.5,185.5,35.2,0.65,1.58,1.44,0.79,No drought
12/12/2023,North-Western,Mwinilunga,11.9,29.7,22.8,89.9,5.2,2.4,222.5,17.5,0.33,-0.47,-0.55,-0.76,Moderate
13/12/2023,Muchinga,Isoka,8.3,27.2,22.1,65.7,5.4,4.7,229.2,37.9,0.24,0.45,0.65,0.53,No drought
14/12/2023,Central,Serenje,3.8,27.7,20.8,69.4,7,1.4,211.1,16.9,0.58,-1.02,-1.29,-1.24,Moderate
15/12/2023,Muchinga,Isoka,21.4,27.2,21.3,52.2,5.9,1.4,193.1,32.8,0.33,-0.65,-0.78,-2.04,Severe
16/12/2023,Western,Kaoma,5.6,27.1,17.7,79.7,6.5,3.5,259.2,29.5,0.58,0.48,0.49,-0.36,No drought
17/12/2023,Central,Serenje,3.4,31.3,22.8,78,5.9,4.6,221.7,31.8,0.5,0.78,0.91,0.86,No drought
18/12/2023,Eastern,Chipata,48.6,31.7,23.5,81.3,6.4,4.6,254.4,36.3,0.63,2.41,2.58,1.54,No drought
19/12/2023,Muchinga,Chinsali,6.4,24.3,18.9,61.3,6.7,3.6,260.5,10.4,0.21,0.04,-0.06,-1.04,Moderate
20/12/2023,Luapula,Mansa,12.5,30.3,23,66.2,6.6,4.3,204.6,28.1,0.36,0.39,0.69,-0.29,No drought
21/12/2023,Western,Sesheke,8.4,29,19.1,63.3,4.3,3,185,27.5,0.69,-2.07,-2.2,-2.47,Severe
22/12/2023,Luapula,Mansa,2.7,29.3,22.2,86.8,5.4,2,252.8,18.5,0.58,-1.02,-1.1,-1.06,Moderate
23/12/2023,Lusaka,Mount Makulu,8.7,24.1,17.8,70.1,6.9,3.5,198.4,29.7,0.64,1.54,1.89,1.27,No drought
24/12/2023,Eastern,Msekera,4.1,28.7,21,74.6,5.7,2.5,204,10.4,0.48,-1.14,-1.26,-1.94,Moderate
25/12/2023,Muchinga,Chinsali,8,32.6,23.9,66,3.1,2.1,230.8,32.4,0.38,-1.05,-1.16,-1.84,Moderate
26/12/2023,Copperbelt,Kafironda,11.2,35,28.1,64.2,6,4.8,254.8,11.4,0.37,0,0.14,-0.31,No drought
27/12/2023,Muchinga,Isoka,6.8,28.6,18.7,74.5,6.2,4.7,213.6,15,0.35,0.43,1.04,0.08,No drought
28/12/2023,Southern,Siavonga,12,28.3,18.6,56.3,6.1,3.8,230.9,12.5,0.39,-0.84,-0.88,-1.94,Moderate
29/12/2023,Western,Senanga,14.7,39.9,34.1,51.9,6.1,2.9,213.3,26.1,0.68,2.18,2.2,1.77,No drought
30/12/2023,Lusaka,Mount Makulu,3.4,30.9,23.2,89.6,6.7,4.1,196.4,11.6,0.34,0.45,0.37,-0.04,No drought
31/12/2023,Eastern,Chipata,8.5,33.1,25.2,67.7,4,2.3,248,29.5,0.58,0.62,0.45,0.87,No drought
01/01/2023,Northern,Mbala,7.2,28.5,21.8,87.1,5.1,3,238.9,28.9,0.57,0.55,0.49,0.45,No drought
02/01/2023,Luapula,Mansa,11.9,37,27.9,85.9,6.2,2.4,197.5,22.8,0.34,0.36,0.56,0.07,No drought
03/01/2023,Lusaka,Mount Makulu,10.8,28.5,23.4,61.4,5.8,1,184.1,33,0.48,-0.95,-1.03,-1.46,Moderate
04/01/2023,Eastern,Msekera,11.9,31.2,23,51.6,6.5,1.9,195.4,10.1,0.26,1.75,1.72,1.2,No drought
05/01/2023,Eastern,Msekera,10.8,31.6,24.2,58.3,3.4,2.2,190.6,14.2,0.42,-1.14,-1.27,-2.48,Severe
06/01/2023,North-Western,Mwinilunga,9.1,28,20.5,74.2,6.6,3.5,185.2,39.4,0.55,-1.06,-0.97,-1.67,Moderate
07/01/2023,Lusaka,Chongwe,16.3,32,24.9,87.3,4.7,3,180.3,15.5,0.3,-0.03,-0.39,0.04,No drought
08/01/2023,Copperbelt,Ndola,16.6,24.8,16.7,61.9,6.1,4.6,180.2,19.5,0.21,1,0.98,0.57,No drought
09/01/2023,Lusaka,Chongwe,15.2,29.3,21.9,75.9,4.9,1,246.5,17.8,0.66,0.24,0.27,-0.33,No drought
10/01/2023,Northern,Misamfu,11,26.9,18,57.7,3.5,3.3,267.4,13.1,0.3,-0.31,-0.19,-0.15,No drought
11/01/2023,Muchinga,Mpika,7.6,32.3,22.4,54.4,6.3,4.9,185,24.5,0.25,-0.76,-0.38,-1.86,Moderate
12/01/2023,Lusaka,Lusaka,4.5,31.8,25.5,66,3.4,3.6,184.2,33.1,0.58,-1.15,-1.27,-1.34,Moderate
13/01/2023,Northern,Mbala,6.2,32.2,24.8,49.3,5.8,2.5,237.8,23.5,0.69,0.27,0.14,-0.57,No drought
14/01/2023,Lusaka,Mount Makulu,33.1,30.6,21,81.5,3.6,4.3,250.1,17.1,0.42,1.15,1.08,-0.36,No drought
15/01/2023,Luapula,Kawambwa,5.5,30.7,25.4,80.8,5.8,1.9,222.5,14.1,0.2,0.27,0.48,0.03,No drought
16/01/2023,Muchinga,Isoka,6.1,31.4,23,62.8,5.8,3.5,230.1,20,0.24,-0.58,-0.39,-1,Moderate
17/01/2023,Southern,Choma,8.7,31.5,24,78.1,6.6,2.9,219.5,10.8,0.38,-0.08,-0.12,-0.35,No drought
18/01/2023,Muchinga,Isoka,5.6,33,26.9,76.8,4.8,4.2,219,19.7,0.22,0.68,0.66,0.65,No drought
19/01/2023,Central,Mkushi,10.5,21.8,13.6,54.9,6.4,3,264.6,37.7,0.32,-1.03,-1.47,-1.62,Moderate
20/01/2023,Muchinga,Chinsali,6.8,27.1,20,67.4,4.1,4.4,205.5,30.3,0.32,-1,-0.96,-1.64,Moderate
21/01/2023,Northern,Kasama,3.1,27.5,18.4,56.4,4.6,2.2,182.2,29.8,0.65,-0.79,-0.39,-2.27,Severe
22/01/2023,Central,Mkushi,3.9,31.4,25.7,44.6,4,5,237.8,18.9,0.43,-2.35,-2.16,-2.85,Severe
23/01/2023,Copperbelt,Kafironda,10.6,28.8,20.9,51.4,4.9,4.7,216.4,14.1,0.25,0.11,0.06,0.55,No drought
24/01/2023,Eastern,Msekera,21.7,27.7,22.2,53.1,4.5,4.6,205.9,30,0.23,-0.57,-0.32,-0.87,Moderate
25/01/2023,North-Western,Kabompo,13,28.2,22,64.1,4.7,3.7,210.2,13.3,0.42,0.51,0.55,-0.78,No drought
26/01/2023,Lusaka,Chongwe,3.1,32.7,24.1,80.5,5.2,5,273.9,26.3,0.52,0.97,0.65,1.04,No drought
27/01/2023,North-Western,Mwinilunga,2.8,31,22.1,60.2,4.5,3.9,226.8,25.3,0.4,0.57,0.64,0.78,No drought
28/01/2023,North-Western,Zambezi,10.5,25.9,18.3,63.5,4.7,1.4,272.2,34.2,0.67,-2,-2.15,-3.32,Severe
29/01/2023,Western,Senanga,16.1,33.9,25.1,59.7,3.6,3.3,239.7,39,0.34,-0.73,-0.74,-0.25,Moderate
30/01/2023,Luapula,Kawambwa,24.7,32.3,26.6,40.1,5.7,1,257.9,18.5,0.43,0.65,0.7,1.16,No drought
31/01/2023,Southern,Livingstone,7.3,32,23.3,85.7,3.7,3.6,213.4,24,0.4,-0.26,-0.35,-0.24,No drought
01/02/2023,Muchinga,Isoka,4.2,25.7,17.5,40.1,5.9,4.7,249.9,34.3,0.43,-0.07,-0.04,0.25,No drought
02/02/2023,Luapula,Samfya,34,27.9,18.1,48,3.1,1.7,235.4,27.7,0.58,0.31,0.4,-0.85,No drought
03/02/2023,Eastern,Msekera,16.8,24.8,14.9,79.9,6.9,1.6,242.1,24,0.24,0.29,0.46,-0.65,No drought
04/02/2023,Eastern,Msekera,18.5,35.1,25.7,40.9,4.3,3.7,278.1,23,0.45,-0.42,-0.32,-0.87,No drought
05/02/2023,Central,Kabwe,14.8,30.7,22.2,88.1,4.9,3.7,219.4,10.3,0.53,0.39,0.01,-1.3,Moderate
06/02/2023,Southern,Magoye,8.1,30.3,20.4,53.2,4.1,1.8,267.5,31,0.32,-0.39,-0.56,-1.27,Moderate
07/02/2023,Eastern,Lundazi,22.3,29.2,21.1,63.4,5.3,4.7,268.9,17.5,0.66,-0.07,-0.08,-0.49,No drought
08/02/2023,Luapula,Mansa,1.4,34.1,28,46.9,6,1.5,266.8,18.7,0.54,-0.4,-0.32,-1.29,Moderate
09/02/2023,Western,Sesheke,13.1,22.4,17,71.8,4.3,1.9,251.5,33.8,0.45,-1.43,-1.01,-2.1,Severe
10/02/2023,Lusaka,Lusaka,6.2,26.8,20.2,57.5,6.5,1.6,238,36.1,0.32,1.77,1.9,1.08,No drought
11/02/2023,Lusaka,Mount Makulu,6.5,29.2,21.2,64.2,5,4,241.9,39.8,0.54,1.52,1.77,1.43,No drought
12/02/2023,Western,Senanga,16.4,32.1,24.6,67.4,4.1,3.6,219.4,12.5,0.43,-2.02,-2.45,-2.36,Severe
13/02/2023,Northern,Mbala,32.1,32.3,25.5,78.5,4.2,4.2,219,26.9,0.44,-0.65,-0.82,-1.59,Moderate
14/02/2023,Copperbelt,Kafironda,26.9,28.1,18.2,57.2,5.1,1.9,245.3,15.3,0.38,-0.72,-0.85,-1.66,Moderate
15/02/2023,Central,Serenje,3.2,32.4,23.7,80.3,3.3,2.5,213.1,37.4,0.2,-1.66,-1.7,-2,Severe
16/02/2023,Northern,Kasama,4.8,34.8,26.2,69.7,4.3,5,208.9,28.6,0.6,0.25,0.18,0.62,No drought
17/02/2023,Western,Senanga,25.6,31.3,21.4,43.6,3.6,2.9,198.9,11.1,0.55,0.18,0.09,-0.1,No drought
18/02/2023,Muchinga,Chinsali,16.9,29.3,20.4,68.4,4.7,2.7,229.5,21.3,0.27,-0.29,-0.56,-0.92,Moderate
19/02/2023,Muchinga,Mpika,5.1,34.1,25.4,44.4,6.7,3.8,218.9,26.4,0.51,0.26,0.42,0.52,No drought
20/02/2023,Muchinga,Mpika,9.9,36.1,31,48.5,5.8,3.6,275.9,13.9,0.64,-0.21,-0.03,-0.78,No drought
21/02/2023,Luapula,Samfya,5,32.4,23.5,63,4.8,4.2,206.7,12.2,0.38,0.52,0.6,0.05,No drought
22/02/2023,Copperbelt,Kafironda,2.5,32.4,24.7,47.3,6.5,3.8,221.6,29.2,0.29,-1.1,-1.29,-0.58,Moderate
23/02/2023,Luapula,Kawambwa,14.6,29.2,23.7,49.8,6.9,2.8,246.3,37.7,0.63,-0.68,-0.61,-0.88,Moderate
24/02/2023,Luapula,Samfya,16.8,32.7,25.1,40.6,5.5,2.6,187.2,18.8,0.44,0.82,0.44,0.41,No drought
25/02/2023,Eastern,Lundazi,5.7,30,23.8,59.5,6.1,5,273.9,16.6,0.24,-1.29,-1.28,-1.8,Moderate
26/02/2023,Southern,Choma,20.6,28.3,21.2,43.5,4.4,4.3,214.7,24.4,0.24,-0.18,-0.35,-0.59,No drought
27/02/2023,Southern,Livingstone,4.3,25.9,17.8,72,3.3,4.2,260.3,18.3,0.62,-1.11,-1.27,-2,Moderate
28/02/2023,Muchinga,Isoka,4.6,32.1,24.5,82.8,3.9,3.6,204.2,20.6,0.45,-1.18,-0.76,-1.82,Moderate
01/03/2023,Southern,Magoye,4.6,30.9,24.6,45.4,3.2,3.8,222.5,24.1,0.57,0.28,0.11,-0.12,No drought
02/03/2023,North-Western,Zambezi,33.5,26.4,19.3,62.1,6,3.3,237.9,11.9,0.23,-0.55,-0.52,-1.13,Moderate
03/03/2023,Southern,Choma,7.7,27.5,22.2,50.6,6.1,2.6,258.6,10.4,0.66,0.55,0.57,0.19,No drought
04/03/2023,Eastern,Chipata,6.4,29.1,22.9,80.7,3.3,3.9,278.3,18.7,0.42,-1.48,-1.75,-2.03,Severe
05/03/2023,Central,Kabwe,5.6,27.3,20.5,50.8,5.7,3.2,223.8,22.6,0.68,0.26,0.49,-0.46,No drought
06/03/2023,Copperbelt,Ndola,20.5,26.1,18.6,65.3,3.3,4.8,274.9,25.8,0.66,0.94,1.09,0.21,No drought
07/03/2023,Southern,Magoye,4.1,26.7,19.2,49,5.4,4.1,272.5,35.1,0.27,0.2,0.51,-0.29,No drought
08/03/2023,Southern,Magoye,6.8,30.4,24.2,49.2,3.8,4.1,271.5,20.7,0.58,0.43,0.19,0.02,No drought
09/03/2023,Lusaka,Chongwe,2.1,29.2,23.4,82.7,3.4,1.5,194.3,32.4,0.24,-0.4,-0.59,-0.41,Moderate
10/03/2023,Muchinga,Chinsali,4.8,30.5,20.8,81.6,3.7,1.6,254.1,21.6,0.3,-0.55,-0.35,-0.98,Moderate
11/03/2023,Muchinga,Isoka,17,29.2,23.2,83.3,3.8,1.5,230.1,15.7,0.68,-0.84,-1.09,-1.36,Moderate
12/03/2023,Eastern,Chipata,1.2,34.5,25.3,79.4,6.3,2.8,232.4,19.2,0.5,-0.25,-0.39,-1,No drought
13/03/2023,Eastern,Msekera,6.4,28.6,22.6,50.3,4.1,4.4,255.3,36,0.58,0.46,0.68,-0.71,No drought
14/03/2023,Copperbelt,Ndola,2.6,30.6,24.4,64.1,6.3,2.5,260.3,19.9,0.51,0.76,1.36,-0.45,No drought
15/03/2023,Western,Kaoma,8.6,27.6,19.6,83.5,3.9,1.8,224.7,11.5,0.22,0.25,0.21,-0.37,No drought
16/03/2023,Lusaka,Lusaka,5,24.4,15.7,81.2,4.9,3.6,246,29.1,0.6,1.59,1.86,1.92,No drought
17/03/2023,Copperbelt,Ndola,18.1,25.4,16,65.8,4.6,3.3,229.7,29.7,0.31,-1.32,-1.16,-2.05,Severe
18/03/2023,Luapula,Kawambwa,4.6,29.2,23,78.2,5.7,4.5,237.8,30.3,0.53,-0.11,-0.07,-0.52,No drought
19/03/2023,Eastern,Chipata,16.3,29.8,24.3,56.6,6.2,3.8,182.5,38.2,0.69,-0.35,-0.6,-0.55,Moderate
20/03/2023,North-Western,Zambezi,8,23.9,18.2,52.3,5.6,1.7,274.8,22.4,0.42,1.29,1.67,1.6,No drought
21/03/2023,Western,Sesheke,19,31.7,26.1,66.4,4.8,2.7,244.9,16.7,0.28,1.05,1.46,0.34,No drought
22/03/2023,North-Western,Kasempa,20.6,27.5,19.5,85.3,5.8,2.4,248,38.9,0.68,-0.99,-1.14,-1.02,Moderate
23/03/2023,Southern,Livingstone,16.6,24.7,19,74.2,3.1,4,272.2,14.8,0.64,0.11,0.14,-0.24,No drought
24/03/2023,Eastern,Lundazi,14.4,32.2,24.3,56.5,4.1,4.5,273.7,29.1,0.61,0.23,0.18,-0.86,No drought
25/03/2023,Northern,Kasama,1.7,34.7,26.9,78.7,6,3.6,199.5,39.6,0.29,0.36,0.23,-0.68,No drought
26/03/2023,Western,Senanga,0.5,32.4,27.3,49.3,5.3,4.7,267.6,11.9,0.39,-0.51,-0.6,-1.18,Moderate
27/03/2023,Lusaka,Lusaka,0.9,33.1,25.6,68.1,6.1,3.7,261.1,37.9,0.32,-0.84,-1.22,-1.09,Moderate
28/03/2023,Northern,Misamfu,5.9,31.9,26.1,41.5,6.6,3.5,186.9,23.2,0.41,0.11,0.14,-1.12,Moderate
29/03/2023,Luapula,Samfya,2.1,33.1,24.5,85.4,3.2,3.5,258.8,17.4,0.32,0.73,1.12,0.72,No drought
30/03/2023,Northern,Mbala,4.3,25.9,18,52.8,5.6,4.9,244,25.7,0.49,1.33,1.24,1.32,No drought
31/03/2023,Southern,Siavonga,22.4,25.4,19.9,88.1,5.8,1.8,252.6,32.5,0.24,0.18,0.11,-0.79,No drought
01/04/2023,Eastern,Chipata,6.9,32.2,23.5,50.4,6.7,4.2,259.9,19.9,0.54,-2.03,-2.06,-2.98,Severe
02/04/2023,Central,Kabwe,26.8,28.7,21.2,59.8,4.1,1.3,233.2,39.8,0.4,-1.2,-1.3,-1.71,Moderate
03/04/2023,Luapula,Kawambwa,27.4,29.7,24.3,79.7,4.3,1.3,236.6,34.9,0.62,-0.34,-0.92,-0.73,Moderate
04/04/2023,North-Western,Kabompo,6.9,34.3,25.7,80.4,3.6,3.2,252.6,15.4,0.6,-0.29,-0.05,-0.72,No drought
05/04/2023,Luapula,Kawambwa,15.4,35.7,28.4,50.3,3.2,2,192.4,18.5,0.39,-0.03,0.27,-2.09,Severe
06/04/2023,Central,Kabwe,21.2,32.8,23.3,81.1,4.3,4.5,203.3,20.8,0.47,2.02,2.06,1.2,No drought
07/04/2023,Muchinga,Chinsali,3.8,26.4,20.4,69.2,5.6,2.1,241.9,26.3,0.57,1.6,1.74,1.44,No drought
08/04/2023,Northern,Mbala,26.8,33,27,61.6,6.5,1.6,257,26.8,0.53,-0.41,-0.26,-1.2,Moderate
09/04/2023,Eastern,Msekera,1.3,27.8,22.1,63.2,5,1.3,279.6,38,0.61,-0.16,-0.42,-0.68,No drought
10/04/2023,Central,Mkushi,17,31.3,21.9,50.3,4.4,2.9,227.3,21.9,0.38,0.32,0.09,-0.57,No drought
11/04/2023,North-Western,Kasempa,5.2,30.5,24.9,53.8,5.1,4.9,224.1,15.7,0.33,0.15,-0.09,-1.17,Moderate
12/04/2023,Muchinga,Isoka,16.1,29.2,23.7,57.5,6.1,3.4,238,16.5,0.47,-0.23,-0.2,-0.21,No drought
13/04/2023,Muchinga,Isoka,6.5,25.9,17.3,66.2,6.6,2.8,274.2,13.3,0.68,0.54,0.34,0.35,No drought
14/04/2023,Muchinga,Chinsali,8.2,29.8,22.9,85.5,3.7,3.5,249.5,31.8,0.27,-0.85,-1.23,-0.98,Moderate
15/04/2023,North-Western,Solwezi,6.9,25.9,20.7,82.6,6.5,1.1,260.4,20.7,0.25,2.05,2.14,2.64,No drought
16/04/2023,North-Western,Solwezi,2.7,29.7,20.8,42.9,5.3,4,269.9,33.9,0.65,-0.04,-0.09,-0.5,No drought
17/04/2023,North-Western,Zambezi,6.1,29.1,22.5,81,4.9,1.2,277.2,19.9,0.62,-1.9,-1.99,-2.33,Severe
18/04/2023,Luapula,Kawambwa,10.1,35.9,28.7,56.4,3.7,4.4,225.6,12.3,0.44,0.87,0.8,0.5,No drought
19/04/2023,Central,Serenje,12.3,27.9,21.2,81.6,4.6,4.2,238.4,11.7,0.43,-0.31,-0.32,-0.36,No drought
20/04/2023,Muchinga,Chinsali,5.2,27.9,21.6,53.2,4.1,4.2,272.2,35.1,0.68,1.16,1.2,1.45,No drought
21/04/2023,Southern,Choma,3.4,31.2,24.5,88,6.8,1.1,224.8,20.6,0.56,-0.02,0.12,-0.36,No drought
22/04/2023,North-Western,Kabompo,8.4,30.1,22.6,60.6,6.8,4.4,212.1,37.2,0.4,-0.26,-0.01,-0.54,No drought
23/04/2023,Muchinga,Chinsali,8.9,29.4,22.7,66.2,4.5,2.1,208.4,13.8,0.59,-0.13,-0.14,-0.68,No drought
24/04/2023,Luapula,Samfya,5.1,28.9,20.8,75.5,5.1,3.9,274.5,11.4,0.26,1.36,0.89,0.67,No drought
25/04/2023,North-Western,Solwezi,1.3,32.2,23.3,48.6,6,2.8,217.5,15.5,0.39,1.17,1.11,1.12,No drought
26/04/2023,Muchinga,Isoka,3.2,27.9,21,76.2,4.2,4,267.4,36.2,0.67,1.08,1.07,0.41,No drought
27/04/2023,Muchinga,Isoka,17,25.7,19.7,69.9,3.9,1,180.9,38.9,0.67,-0.92,-0.86,-1.1,Moderate
28/04/2023,Western,Mongu,5,28.4,21.6,78.8,4.2,1.5,184.1,35.8,0.64,-0.02,-0.33,-0.71,No drought
29/04/2023,North-Western,Solwezi,2.9,33.9,28.3,42.8,4.5,2.6,239.3,26.5,0.5,0.61,0.4,0.57,No drought
30/04/2023,Central,Serenje,7.8,29.6,20.6,88.7,4.3,3.6,235.7,33.8,0.54,0.04,-0.04,-0.18,No drought
01/05/2023,North-Western,Solwezi,4.2,28.9,20.7,61.3,6.2,4.4,248.4,35.6,0.59,-0.78,-1.08,-1.63,Moderate
02/05/2023,Southern,Magoye,22.5,31.5,25,66.8,4.4,1.4,215.5,20.2,0.56,-1.07,-1.15,-0.74,Moderate
03/05/2023,Northern,Misamfu,8.6,25.8,18,78.3,6.4,2.7,235.7,14.9,0.49,-1.02,-0.75,-1.29,Moderate
04/05/2023,Copperbelt,Kitwe,3.2,33.4,27.8,87.1,3.4,1.7,222.5,36.8,0.47,0.09,0.03,0.1,No drought
05/05/2023,North-Western,Mwinilunga,6.9,33.1,24.6,42,5.9,2,209.1,29.7,0.48,-1.32,-1.58,-1.97,Severe
06/05/2023,North-Western,Kabompo,2.3,29.8,20.4,66.7,6.2,3.9,241.8,18.4,0.69,0.56,0.4,0.35,No drought
07/05/2023,Lusaka,Chongwe,8.1,33.6,28.4,84.5,5.2,1.8,270.7,35.1,0.65,1.68,1.54,1.38,No drought
08/05/2023,Northern,Mbala,18.4,31,21.7,44.4,6,2.3,185.7,31,0.58,-0.24,-0.17,-0.66,No drought
09/05/2023,Central,Mkushi,8,34.6,29.2,51.7,3.5,3.7,218.7,10.2,0.56,-0.18,-0.25,-1.93,Moderate
10/05/2023,Southern,Choma,2.1,32.9,23.9,74.1,4.7,4.6,209.3,23.7,0.58,-0.84,-0.66,-1.78,Moderate
11/05/2023,Eastern,Chipata,12.7,28.6,19.3,66.1,4.3,3.8,258.1,23.9,0.62,0.58,0.52,0.4,No drought
12/05/2023,Copperbelt,Kitwe,1.1,28.6,23,68.2,6.9,2.9,271.3,24.1,0.51,1.64,1.95,0.99,No drought
13/05/2023,Muchinga,Mpika,5.6,25.5,19.1,48,6.9,1.7,279.1,29.1,0.24,-0.45,-0.35,-0.45,No drought
14/05/2023,North-Western,Kabompo,3.6,30.6,21.9,43.3,5.1,2.2,230.2,39,0.29,0.13,0.17,-0.49,No drought
15/05/2023,Central,Kabwe,16.8,27.1,19.1,40.8,6.5,2.5,183.7,26.5,0.32,-0.63,-0.98,-0.91,Moderate
16/05/2023,Northern,Kasama,11.9,31.4,22.9,85.9,3.6,3.7,239.7,13.7,0.46,-0.38,-0.47,-1.13,Moderate
17/05/2023,Copperbelt,Kafironda,5.2,27.9,19.1,64.4,3,2.4,216.9,37.3,0.51,-1.34,-1.18,-1.98,Moderate
18/05/2023,Muchinga,Chinsali,6,27.3,17.3,85.3,4.8,3.6,221.7,19.7,0.23,1.04,1.42,0.43,No drought
19/05/2023,Lusaka,Chongwe,6.4,28.9,23.3,68.5,3.5,2.1,231.3,18.7,0.55,-2.24,-2.11,-2.75,Severe
20/05/2023,Southern,Siavonga,7.4,31.9,22.7,88.4,4.5,2.3,188.3,27.5,0.58,1.17,1.16,0.68,No drought
21/05/2023,Eastern,Chipata,3.1,25.9,18.1,64.4,6.6,4.9,272.8,22.1,0.38,-0.91,-1.06,-0.95,Moderate
22/05/2023,Muchinga,Chinsali,20,30.9,24.7,61.8,6.7,2.1,189.1,11.5,0.21,0.23,-0.11,0.33,No drought
23/05/2023,North-Western,Mwinilunga,2,26.1,17,47.4,6.9,4.6,260.3,25.7,0.61,1.07,0.93,0.38,No drought
24/05/2023,Luapula,Kawambwa,30.1,28.6,19,54.4,4.8,1.5,218.1,18.5,0.47,0.54,0.86,1.01,No drought
25/05/2023,North-Western,Zambezi,12.5,34,28.6,78.9,3.4,3.7,265.8,32.2,0.41,-0.99,-0.95,-1.89,Moderate
